432,605,491,544,449,498,472,612,584,538,543,467,507,499,554,437,459,431,467,512,608,488,563,469,484,612,647,532,512,485,433,412,388,318,400,578,454,550,533,372,593,520,492,524,562,544,457,477,594,616,637,756
517,617,494,574,548,620,685,502,646,648,609,548,589,474,450,512,537,511,552,600,500,633,531,483,460,589,517,489,480,449,453,462,452,415,485,475,497,546,648,568,544,462,469,519,581,596,536,662,633,701,771,520
635,715,661,594,683,712,742,669,855,788,733,527,721,658,578,600,656,660,714,701,539,733,619,625,671,471,591,526,493,445,480,464,443,519,490,590,559,639,586,573,551,646,682,681,901,984,817,865,654,792,711,557
512,713,650,605,856,577,631,548,641,621,687,618,628,614,545,585,458,531,554,559,557,586,594,633,522,503,467,425,374,390,361,371,387,347,483,575,556,505,543,573,513,639,560,533,657,574,515,585,585,534,442,426
391,554,577,673,438,566,647,792,590,729,638,659,476,454,559,548,461,520,599,602,550,484,676,562,538,443,449,495,517,312,363,394,340,386,431,568,517,678,466,637,619,652,463,537,712,584,653,562,636,565,484,324
395,654,565,794,502,605,594,792,565,772,634,542,480,672,580,616,668,410,592,725,583,527,688,592,574,537,601,496,418,361,386,406,374,452,469,688,523,686,542,719,753,677,524,643,701,597,722,502,801,665,514,328
434,495,625,463,624,731,838,547,838,667,602,502,736,539,563,670,1538,1085,689,1012,682,681,1001,720,551,571,539,575,555,516,542,524,483,459,684,950,854,1185,1267,1098,1074,958,668,909,786,973,537,947,699,592,438,401
677,600,754,524,624,756,716,701,852,699,754,580,634,602,631,677,744,655,661,722,513,887,675,714,656,656,556,543,549,428,501,439,433,341,668,673,500,633,645,663,686,764,610,728,687,834,565,962,910,1113,760,785
660,561,640,529,681,712,658,646,573,621,524,581,588,559,571,453,507,411,615,566,523,757,682,603,608,459,479,427,399,410,404,424,420,482,531,599,554,687,620,566,626,752,626,664,721,602,672,776,671,648,539,550
584,702,841,863,863,880,718,739,731,768,584,768,620,490,574,544,418,661,641,620,592,664,699,654,625,523,544,509,481,349,390,415,368,443,557,695,584,702,678,674,612,768,655,750,771,724,914,780,911,682,535,487
505,830,853,801,794,865,944,960,846,809,688,855,546,602,711,639,617,666,674,596,663,518,626,611,695,495,615,562,502,438,401,386,439,535,421,641,446,664,542,674,687,802,687,701,734,622,666,601,725,689,452,300
387,815,851,943,672,975,900,915,771,755,588,813,707,797,723,581,597,421,781,649,754,675,710,649,620,454,701,580,603,488,535,395,441,398,567,657,703,618,559,596,610,640,789,692,782,692,741,692,847,881,758,521
674,704,832,629,790,743,665,564,815,553,628,486,496,564,525,510,470,535,594,650,539,551,487,577,448,520,449,495,405,350,395,426,437,349,431,634,529,578,573,649,648,628,423,642,516,501,389,722,583,437,462,438
507,557,592,528,580,685,750,772,747,640,428,416,425,492,530,571,509,537,493,513,355,579,451,498,468,441,456,349,410,289,420,397,373,312,538,485,459,565,499,488,525,612,558,487,496,472,598,578,595,541,467,409
374,483,598,712,516,729,662,870,684,830,558,635,713,643,380,463,381,384,437,495,461,377,438,411,471,342,394,295,335,335,245,298,264,305,400,430,489,536,424,430,503,521,541,347,542,372,496,451,513,408,367,304
351,497,613,580,337,475,458,511,313,500,363,446,390,353,347,389,371,328,369,415,333,268,332,341,308,315,267,322,305,265,240,187,226,292,251,412,462,512,417,433,385,520,462,367,485,395,361,396,562,496,373,269
282,458,545,565,473,451,590,552,521,599,534,486,564,490,525,374,374,270,364,378,427,365,359,386,355,323,265,306,294,281,261,267,223,292,312,397,386,402,439,387,351,376,383,352,456,398,397,412,393,437,361,240
226,386,405,437,364,355,409,403,428,464,440,636,485,290,211,152,173,135,158,138,160,212,201,163,193,208,183,184,199,200,178,219,227,217,273,263,263,164,256,209,289,205,267,269,191,263,242,313,276,368,370,281
349,374,343,277,265,241,222,268,254,213,234,224,163,250,281,213,224,196,188,259,228,211,216,192,260,224,282,325,372,398,375,354,391,326,265,261,214,229,224,204,237,242,184,272,258,247,309,218,273,245,181,258
