960,707,871,1004,980,821,922,855,851,872,704,601,675,689,781,672,649,595,757,668,838,790,737,814,834,735,704,666,586,542,518,668,584,542,499,745,695,476,648,567,681,803,808,944,941,792,810,654,831,837,892,1034
1178,942,781,802,677,993,857,870,891,769,824,787,884,628,706,805,637,708,697,799,621,773,699,751,692,729,754,615,599,648,571,548,616,583,789,761,746,665,859,694,770,833,744,766,853,1053,927,984,991,846,759,755
1092,1047,1003,778,987,994,965,952,1009,985,824,627,931,904,875,818,896,852,815,827,807,893,830,829,736,613,677,614,627,642,543,570,589,574,647,767,720,713,847,737,766,753,794,1116,1505,1574,1148,1286,1316,999,801,1022
869,1019,962,829,947,792,910,903,989,1001,904,769,854,945,804,743,619,810,788,917,760,890,787,773,774,785,644,592,567,551,532,672,645,555,826,823,849,771,847,815,814,870,808,982,811,936,762,1090,1007,788,561,842
825,1071,1028,1078,903,933,1032,1046,902,1164,1128,1120,902,785,863,883,767,868,875,1048,862,955,870,956,866,737,770,847,790,637,718,680,713,666,705,919,976,1115,961,921,1121,1139,1027,976,1124,1228,1047,1160,1246,1145,815,834
733,1100,1034,1000,1066,944,1017,1118,996,1127,1027,934,970,954,970,995,825,808,932,870,884,952,843,861,891,762,915,889,822,702,732,775,774,736,800,1061,1057,946,951,1088,1020,879,942,974,1174,1214,1053,1059,1351,1148,1031,889
862,857,1025,1016,1025,1039,1212,1038,1279,1076,1146,922,1099,854,1172,917,2008,1428,985,1176,1225,1107,1292,1274,1016,967,891,841,845,903,666,740,838,775,1033,1338,1581,1938,2187,1942,1742,1379,1453,1259,1337,1466,1285,1561,1270,1043,897,1069
980,1006,994,1006,835,1067,1153,946,1366,1106,1002,857,961,939,811,841,1048,876,931,847,931,1010,999,1017,821,930,830,809,754,732,677,669,686,738,992,969,834,865,876,1028,1005,1125,1107,948,1149,1010,949,1329,1307,1258,1172,1356
1057,1035,1076,1226,1146,1095,1209,1089,990,1167,1066,1051,980,1133,1035,969,863,836,895,1049,945,975,1003,932,825,799,738,742,665,726,722,646,785,758,973,1078,946,984,874,1019,1016,1080,1164,1020,1063,1231,971,1101,1241,903,951,949
956,1079,1358,1598,1376,1321,1157,1331,1417,1348,1054,1053,1166,901,931,902,916,861,1013,995,1004,1009,947,918,898,812,912,753,724,736,641,704,649,664,890,1134,1049,1105,1021,1158,1197,1061,1077,1184,1067,1249,1068,1445,1361,1404,1242,1193
1156,1301,1273,1342,1531,1380,1456,1395,1648,1363,1458,1174,1012,1027,1004,1133,1175,975,1047,1138,983,986,1075,1067,1082,1031,1050,798,853,851,834,884,710,746,928,1235,1147,1005,1078,1213,1333,1270,1113,1081,1111,937,969,1010,1076,942,872,785
873,1035,1204,1416,1391,1236,1279,1225,1319,1098,1139,1042,1084,1325,1190,791,945,904,931,1064,1030,1116,1049,1022,942,854,897,847,962,850,743,676,714,773,862,1090,1135,940,888,913,1020,1118,1052,1015,1110,1037,1053,1070,1253,1230,989,833
967,1175,1186,1190,1055,1138,1035,1118,1011,958,868,900,751,776,730,711,773,821,838,807,912,898,863,734,762,764,790,769,690,622,588,602,652,636,780,971,809,742,886,960,883,993,828,868,926,1108,936,958,969,883,687,725
898,917,1069,1026,1202,1218,1583,1603,1622,1299,1072,673,818,773,819,880,926,856,763,774,874,834,870,785,862,724,802,700,716,578,549,569,519,594,675,904,794,952,735,803,1069,919,859,741,817,854,862,917,904,805,738,668
571,781,974,1251,1097,1328,1239,1335,1332,1153,1033,1191,1085,1035,808,860,688,817,877,908,831,781,848,833,906,749,778,650,673,674,523,614,500,667,770,867,923,968,794,784,835,856,862,712,857,680,860,799,725,850,713,622
633,955,1185,1163,1042,866,844,944,814,957,819,820,615,681,745,821,722,712,814,860,889,699,759,732,694,612,526,649,617,533,495,578,558,611,707,837,773,818,820,855,835,818,809,699,923,811,933,884,957,994,677,539
648,939,1120,1130,993,1202,1170,1268,1087,1317,1028,947,980,956,885,669,688,665,679,810,899,814,764,762,719,743,663,624,603,641,519,567,539,627,619,786,780,859,860,737,845,776,854,778,953,881,918,877,890,969,702,569
696,857,884,1014,807,762,813,841,857,941,787,1285,792,484,419,366,300,211,461,229,306,271,259,281,213,254,251,293,323,342,379,379,492,422,401,424,336,302,370,347,405,364,372,368,417,351,309,502,400,481,414,242
500,530,531,485,329,415,383,339,366,282,397,392,329,385,467,482,444,329,412,389,422,381,366,499,468,459,485,556,739,651,652,653,649,600,522,413,432,482,413,385,413,354,304,446,452,499,549,520,466,442,296,316
